Event_Date,Channel,Campaign,Browser_type,Engagement_Phase,Users,Sessions,Costs,Influenced_Conversions,Attributed_Initializer_Conversions,Attributed_Holder_Conversions,Attributed_Closer_Conversions,Attributed_IHC_Conversions,Attributed_IHC_Revenue
03-04-20,SEA - Brand,Campaign_0344,Browser (mobile),New Customer Engagement,9,10,4.48,2,0.45,0,0.5,0.318,
03-04-20,SEA - Brand,Campaign_0344,Browser (mobile),Return Customer Engagement,6,6,6.27,14,1.57,3.16,2.13,2.289,240.458
03-04-20,SEA - Brand,Campaign_0394,Browser,New Customer Engagement,2,2,1.79,3,0,0.09,0.25,0.111,
03-04-20,SEA - Brand,Campaign_0399,Browser,New Customer Engagement,2,2,0.9,0,,,,,
03-04-20,SEA - Brand,Campaign_0399,Browser,Return Customer Engagement,2,2,0.9,2,0.07,0.36,0.49,0.304,18.623
03-04-20,SEA - Brand,Campaign_0442,Browser,New Customer Engagement,2,2,0.9,0,,,,,
03-04-20,SEA - Brand,Campaign_0495,Browser,Return Customer Engagement,1,1,0.45,1,1,1,1,1,100.84
03-04-20,SEA - Brand,Campaign_0503,Browser,New Customer Engagement,1,1,0.9,2,0.21,0.56,0,0.259,16.756
03-04-20,SEA - Brand,Campaign_0525,Browser,New Customer Engagement,1,1,0.15,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0001,Browser,New Customer Engagement,279,289,637.95,40,18.79,6.79,8.55,11.376,
03-04-20,SEA - Non-Brand,Campaign_0001,Browser,Return Customer Engagement,11,12,46.97,18,0.4,1.03,1.49,0.974,93.648
03-04-20,SEA - Non-Brand,Campaign_0001,Browser (mobile),New Customer Engagement,1420,1495,3201.05,147,28.4,28.27,20.42,25.697,
03-04-20,SEA - Non-Brand,Campaign_0001,Browser (mobile),Return Customer Engagement,49,52,287.08,139,7.15,8.22,7.68,7.683,609.47
03-04-20,SEA - Non-Brand,Campaign_0075,Browser (mobile),New Customer Engagement,1,1,1.35,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0163,Browser,New Customer Engagement,4,4,8.28,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0186,Browser,New Customer Engagement,7,8,16.57,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0186,Browser (mobile),New Customer Engagement,1,1,2.07,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0203,Browser,New Customer Engagement,2,2,4.14,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0203,Browser (mobile),New Customer Engagement,1,1,2.07,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0206,Browser,New Customer Engagement,1,1,2.07,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0356,Browser,New Customer Engagement,73,75,155.33,2,1.64,0.1,0.26,0.666,
03-04-20,SEA - Non-Brand,Campaign_0356,Browser,Return Customer Engagement,1,1,2.07,1,0.52,0,0,0.173,24.383
03-04-20,SEA - Non-Brand,Campaign_0356,Browser (mobile),New Customer Engagement,36,36,74.56,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0356,Browser (mobile),Return Customer Engagement,1,1,2.07,1,1,0,0,0.333,19.887
03-04-20,SEA - Non-Brand,Campaign_0370,Browser (mobile),New Customer Engagement,1,1,2.07,1,0,0,1,0.333,3.907
03-04-20,SEA - Non-Brand,Campaign_0402,Browser,New Customer Engagement,4,4,8.28,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0402,Browser (mobile),New Customer Engagement,2,2,4.14,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0402,Browser (mobile),Return Customer Engagement,1,1,2.07,1,1,0.5,0,0.5,3.36
03-04-20,SEA - Non-Brand,Campaign_0416,Browser,New Customer Engagement,7,7,14.5,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0416,Browser (mobile),New Customer Engagement,1,1,2.07,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0420,Browser,New Customer Engagement,1,1,2.07,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0420,Browser (mobile),New Customer Engagement,1,1,2.07,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0485,Browser (mobile),New Customer Engagement,1,1,2.07,0,,,,,
03-04-20,SEA - Non-Brand,Campaign_0745,Browser,New Customer Engagement,1,1,0.03,0,,,,,
03-04-20,SEO,Campaign_0001,Browser,New Customer Engagement,3095,3275,,544,80.71,105.75,121.12,102.528,
03-04-20,SEO,Campaign_0001,Browser,Return Customer Engagement,384,433,,637,111.04,143.5,170.35,141.628,3522.291
03-04-20,SEO,Campaign_0001,Browser (mobile),New Customer Engagement,8268,9136,,1050,139.53,148.66,138.55,142.245,
03-04-20,SEO,Campaign_0001,Browser (mobile),Return Customer Engagement,691,811,,1365,180.33,215.78,196.68,197.593,3291.905
03-04-20,SEO,Campaign_0050,Browser,New Customer Engagement,1,1,,0,,,,,
03-04-20,Shopping - Brand,Campaign_0001,Browser,New Customer Engagement,363,377,435.78,26,9.55,7.48,7.39,8.141,
03-04-20,Shopping - Brand,Campaign_0001,Browser,Return Customer Engagement,17,19,27.39,21,7.93,9.75,7,8.227,638.718
03-04-20,Shopping - Brand,Campaign_0001,Browser (mobile),New Customer Engagement,977,1097,1312.82,122,36.88,26.16,15.03,26.023,
03-04-20,Shopping - Brand,Campaign_0001,Browser (mobile),Return Customer Engagement,41,43,58.47,50,6.07,4.24,3.31,4.538,161.286
03-04-20,Shopping - Brand,Campaign_0013,Browser,New Customer Engagement,1,1,1.19,0,,,,,
03-04-20,Shopping - Brand,Campaign_0013,Browser (mobile),New Customer Engagement,2,2,2.38,1,0,0,0,0.001,
03-04-20,Shopping - Brand,Campaign_0039,Browser,New Customer Engagement,18,18,12.6,7,1.13,0,1.76,0.964,
03-04-20,Shopping - Brand,Campaign_0039,Browser,Return Customer Engagement,2,4,6.43,3,1.1,0.4,0,0.499,18.43
03-04-20,Shopping - Brand,Campaign_0039,Browser (mobile),New Customer Engagement,34,37,46.94,47,2.17,2.67,4,2.946,
03-04-20,Shopping - Brand,Campaign_0039,Browser (mobile),Return Customer Engagement,1,1,0.36,1,0,0.2,0,0.067,1.123
03-04-20,Shopping - Brand,Campaign_0043,Browser,New Customer Engagement,142,160,250.15,30,6.96,9.14,12.11,9.404,
03-04-20,Shopping - Brand,Campaign_0043,Browser,Return Customer Engagement,14,19,70.22,37,6.91,7.23,10.28,8.138,465.027
03-04-20,Shopping - Brand,Campaign_0043,Browser (mobile),New Customer Engagement,418,515,757.32,105,11.02,17.86,16.47,15.116,
03-04-20,Shopping - Brand,Campaign_0043,Browser (mobile),Return Customer Engagement,40,46,100.12,65,10.12,7.76,7.37,8.418,62.211
03-04-20,Shopping - Brand,Campaign_0201,Browser,New Customer Engagement,1,1,1.19,0,,,,,
03-04-20,Shopping - Brand,Campaign_0209,Browser,New Customer Engagement,1,1,1.19,0,,,,,
03-04-20,Shopping - Brand,Campaign_0209,Browser (mobile),New Customer Engagement,2,2,2.38,0,,,,,
03-04-20,Shopping - Non Brand,Campaign_0001,Browser,New Customer Engagement,227,237,307.94,30,8.6,6.74,6.8,7.383,
03-04-20,Shopping - Non Brand,Campaign_0001,Browser,Return Customer Engagement,7,7,21.88,17,1.99,2.02,2.03,2.012,46.95
03-04-20,Shopping - Non Brand,Campaign_0001,Browser (mobile),New Customer Engagement,1378,1531,1933.49,114,43.97,30.16,25.5,33.21,
03-04-20,Shopping - Non Brand,Campaign_0001,Browser (mobile),Return Customer Engagement,43,53,114.72,69,9.38,9.36,4.13,7.623,62.968
03-04-20,Shopping - Non Brand,Campaign_0075,Browser,New Customer Engagement,93,101,155.54,13,5.28,3.61,2,3.63,
03-04-20,Shopping - Non Brand,Campaign_0075,Browser,Return Customer Engagement,2,2,12.17,7,0.02,0.05,0.84,0.303,10.607
03-04-20,Shopping - Non Brand,Campaign_0075,Browser (mobile),New Customer Engagement,506,570,826.61,60,6.41,8.48,3.07,5.985,519.071
03-04-20,Shopping - Non Brand,Campaign_0075,Browser (mobile),Return Customer Engagement,37,43,298.56,156,6.3,9.76,3.13,6.396,232.158
03-04-20,Shopping - Non Brand,Campaign_0110,Browser,New Customer Engagement,25,33,44.32,2,0,0.5,1,0.5,
03-04-20,Shopping - Non Brand,Campaign_0110,Browser,Return Customer Engagement,3,3,5.87,5,2.19,0.89,0,1.026,26.74
03-04-20,Shopping - Non Brand,Campaign_0110,Browser (mobile),New Customer Engagement,80,90,126.16,12,0.01,1.19,1,0.735,
03-04-20,Shopping - Non Brand,Campaign_0110,Browser (mobile),Return Customer Engagement,6,8,16.32,10,0.93,1.83,2.52,1.76,36.686
03-04-20,Shopping - Non Brand,Campaign_0208,Browser,New Customer Engagement,1,1,1.29,0,,,,,
03-04-20,Shopping - Non Brand,Campaign_0361,Browser (mobile),New Customer Engagement,40,40,46.61,2,1.72,1,1,1.241,
03-04-20,Shopping - Non Brand,Campaign_0361,Browser (mobile),Return Customer Engagement,1,1,0.93,1,0,1,0.48,0.493,33.116
03-04-20,Shopping - Non Brand,Campaign_0374,Browser,New Customer Engagement,11,11,6.88,4,2,2.03,2.05,2.026,17.017
03-04-20,Shopping - Non Brand,Campaign_0374,Browser (mobile),New Customer Engagement,18,19,12.76,5,0,0.76,0.25,0.336,31.863
03-04-20,Social Organic,Campaign_0001,Browser,New Customer Engagement,170,177,,13,0.69,2.42,3.21,2.107,
03-04-20,Social Organic,Campaign_0001,Browser,Return Customer Engagement,7,8,,37,0.23,1.73,2.74,1.566,71.614
03-04-20,Social Organic,Campaign_0001,Browser (mobile),New Customer Engagement,510,534,,68,14.38,10.44,7.27,10.697,
03-04-20,Social Organic,Campaign_0001,Browser (mobile),Return Customer Engagement,14,15,,23,2.05,1.18,1.35,1.527,84.157
03-04-20,Social Organic,Campaign_0002,Browser (mobile),New Customer Engagement,16,24,,1,0,0,0,0,
03-04-20,Social Organic,Campaign_0003,Browser (mobile),New Customer Engagement,19,23,,2,0.45,0.03,0.41,0.299,
03-04-20,Social Organic,Campaign_0003,Browser (mobile),Return Customer Engagement,3,4,,3,0.72,0.25,0.25,0.406,12.283
03-04-20,Social Organic,Campaign_0029,Browser (mobile),New Customer Engagement,189,238,,27,6.65,7.78,6.12,6.853,
03-04-20,Social Organic,Campaign_0029,Browser (mobile),Return Customer Engagement,27,28,,43,11.37,7.71,5.74,8.272,172.392
03-04-20,Social Organic,Campaign_0030,Browser,New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0030,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0043,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0078,Browser (mobile),New Customer Engagement,29,40,,7,1,0.29,1.09,0.791,
03-04-20,Social Organic,Campaign_0078,Browser (mobile),Return Customer Engagement,6,8,,6,0.29,1.56,0,0.616,60.267
03-04-20,Social Organic,Campaign_0090,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
03-04-20,Social Organic,Campaign_0103,Browser,New Customer Engagement,9,9,,0,,,,,
03-04-20,Social Organic,Campaign_0103,Browser,Return Customer Engagement,1,1,,1,0,0.01,0.33,0.113,10.19
03-04-20,Social Organic,Campaign_0103,Browser (mobile),New Customer Engagement,140,189,,21,4.14,3.86,1.13,3.043,
03-04-20,Social Organic,Campaign_0103,Browser (mobile),Return Customer Engagement,45,61,,187,13.15,11.37,9.55,11.355,992.434
03-04-20,Social Organic,Campaign_0115,Browser (mobile),Return Customer Engagement,1,3,,2,0,0.49,0,0.163,15.701
03-04-20,Social Organic,Campaign_0123,Browser (mobile),New Customer Engagement,7,10,,1,0,0.06,0,0.021,
03-04-20,Social Organic,Campaign_0123,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.35,0,0.116,3.158
03-04-20,Social Organic,Campaign_0141,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0152,Browser (mobile),New Customer Engagement,9,10,,1,0,0,0.17,0.056,
03-04-20,Social Organic,Campaign_0179,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0181,Browser,New Customer Engagement,3,4,,0,,,,,
03-04-20,Social Organic,Campaign_0181,Browser (mobile),New Customer Engagement,7,9,,0,,,,,
03-04-20,Social Organic,Campaign_0192,Browser,New Customer Engagement,1,2,,0,,,,,
03-04-20,Social Organic,Campaign_0192,Browser (mobile),New Customer Engagement,6,6,,0,,,,,
03-04-20,Social Organic,Campaign_0330,Browser,New Customer Engagement,1,1,,3,0,0.16,0.53,0.23,1.934
03-04-20,Social Organic,Campaign_0330,Browser (mobile),New Customer Engagement,306,431,,65,4.79,9.57,5.81,6.722,
03-04-20,Social Organic,Campaign_0330,Browser (mobile),Return Customer Engagement,37,57,,50,6.47,10.84,5.2,7.506,630.687
03-04-20,Social Organic,Campaign_0332,Browser,New Customer Engagement,1,1,,1,0,0,0.5,0.167,7.878
03-04-20,Social Organic,Campaign_0332,Browser (mobile),New Customer Engagement,8,14,,4,0.73,0.96,0,0.561,
03-04-20,Social Organic,Campaign_0332,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0.19,0.064,1.548
03-04-20,Social Organic,Campaign_0337,Browser (mobile),New Customer Engagement,8,12,,3,0,0.67,0,0.222,
03-04-20,Social Organic,Campaign_0337,Browser (mobile),Return Customer Engagement,4,5,,5,0.49,0.56,1.67,0.91,35.264
03-04-20,Social Organic,Campaign_0349,Browser (mobile),New Customer Engagement,8,11,,2,1,0.52,0,0.505,11.86
03-04-20,Social Organic,Campaign_0349,Browser (mobile),Return Customer Engagement,2,2,,2,0.1,0.33,0.5,0.31,32.118
03-04-20,Social Organic,Campaign_0353,Browser (mobile),New Customer Engagement,7,7,,1,0,0.2,0.33,0.178,
03-04-20,Social Organic,Campaign_0354,Browser (mobile),New Customer Engagement,5,18,,1,0,0.89,1,0.63,22.856
03-04-20,Social Organic,Campaign_0354,Browser (mobile),Return Customer Engagement,1,1,,2,0,1,0,0.333,33.167
03-04-20,Social Organic,Campaign_0357,Browser,New Customer Engagement,2,2,,0,,,,,
03-04-20,Social Organic,Campaign_0357,Browser (mobile),New Customer Engagement,122,140,,8,2.08,3.7,2.14,2.64,
03-04-20,Social Organic,Campaign_0357,Browser (mobile),Return Customer Engagement,12,22,,13,0.81,4.55,2.32,2.561,216.91
03-04-20,Social Organic,Campaign_0368,Browser (mobile),New Customer Engagement,27,27,,3,0.43,0.47,0.27,0.389,
03-04-20,Social Organic,Campaign_0375,Browser (mobile),New Customer Engagement,2,2,,1,0,0.1,0,0.035,2.25
03-04-20,Social Organic,Campaign_0378,Browser (mobile),New Customer Engagement,10,18,,4,1.15,1.13,0.16,0.812,
03-04-20,Social Organic,Campaign_0378,Browser (mobile),Return Customer Engagement,4,6,,5,1.09,0.36,0.27,0.576,51.764
03-04-20,Social Organic,Campaign_0380,Browser (mobile),New Customer Engagement,4,7,,0,,,,,
03-04-20,Social Organic,Campaign_0383,Browser (mobile),New Customer Engagement,6,6,,0,,,,,
03-04-20,Social Organic,Campaign_0383,Browser (mobile),Return Customer Engagement,2,2,,4,0.12,0.55,0,0.223,15.875
03-04-20,Social Organic,Campaign_0384,Browser (mobile),New Customer Engagement,5,5,,0,,,,,
03-04-20,Social Organic,Campaign_0384,Browser (mobile),Return Customer Engagement,2,2,,3,0.58,0.04,0.03,0.216,8.858
03-04-20,Social Organic,Campaign_0391,Browser (mobile),New Customer Engagement,4,4,,1,0,0.04,0.12,0.054,
03-04-20,Social Organic,Campaign_0396,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
03-04-20,Social Organic,Campaign_0413,Browser (mobile),New Customer Engagement,5,7,,0,,,,,
03-04-20,Social Organic,Campaign_0422,Browser (mobile),New Customer Engagement,17,18,,3,1.85,1.33,1,1.393,
03-04-20,Social Organic,Campaign_0422,Browser (mobile),Return Customer Engagement,1,2,,1,0.01,0,0.44,0.15,6.868
03-04-20,Social Organic,Campaign_0424,Browser (mobile),New Customer Engagement,4,4,,2,0,0.02,0,0.006,
03-04-20,Social Organic,Campaign_0424,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.33,0.33,0.222,11.055
03-04-20,Social Organic,Campaign_0427,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0437,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0437,Browser (mobile),Return Customer Engagement,1,1,,2,0,0.17,0,0.057,5.022
03-04-20,Social Organic,Campaign_0440,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
03-04-20,Social Organic,Campaign_0441,Browser (mobile),New Customer Engagement,4,7,,1,0.09,0.06,0.23,0.127,
03-04-20,Social Organic,Campaign_0446,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
03-04-20,Social Organic,Campaign_0448,Browser (mobile),New Customer Engagement,1,4,,1,0,0.33,0,0.111,2.382
03-04-20,Social Organic,Campaign_0451,Browser (mobile),New Customer Engagement,10,14,,2,1.07,0.11,1,0.728,
03-04-20,Social Organic,Campaign_0451,Browser (mobile),Return Customer Engagement,2,3,,3,0.71,0,0,0.237,26.096
03-04-20,Social Organic,Campaign_0455,Browser (mobile),New Customer Engagement,4,4,,1,0,0.13,0,0.045,3.598
03-04-20,Social Organic,Campaign_0455,Browser (mobile),Return Customer Engagement,1,1,,2,0,0.22,0,0.073,8.016
03-04-20,Social Organic,Campaign_0458,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0465,Browser (mobile),New Customer Engagement,1,3,,0,,,,,
03-04-20,Social Organic,Campaign_0467,Browser (mobile),New Customer Engagement,4,6,,2,1,0.44,0,0.479,
03-04-20,Social Organic,Campaign_0470,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0483,Browser (mobile),New Customer Engagement,7,13,,6,1,1.63,1.81,1.478,
03-04-20,Social Organic,Campaign_0483,Browser (mobile),Return Customer Engagement,1,5,,1,0,1,0.5,0.5,38.987
03-04-20,Social Organic,Campaign_0484,Browser (mobile),New Customer Engagement,2,3,,2,0.16,0.71,0,0.288,5.223
03-04-20,Social Organic,Campaign_0489,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0511,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0514,Browser (mobile),New Customer Engagement,2,2,,1,0,0.04,0,0.014,2.03
03-04-20,Social Organic,Campaign_0514,Browser (mobile),Return Customer Engagement,1,1,,1,0.96,0,0.38,0.445,18.269
03-04-20,Social Organic,Campaign_0526,Browser (mobile),New Customer Engagement,1,1,,1,0,0,0.5,0.167,6.947
03-04-20,Social Organic,Campaign_0536,Browser (mobile),New Customer Engagement,5,8,,1,0.75,0.5,0,0.417,
03-04-20,Social Organic,Campaign_0548,Browser (mobile),New Customer Engagement,2,4,,1,1,0.4,0.33,0.578,
03-04-20,Social Organic,Campaign_0550,Browser (mobile),New Customer Engagement,3,3,,1,0,0.17,0,0.056,
03-04-20,Social Organic,Campaign_0560,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0562,Browser (mobile),New Customer Engagement,4,4,,0,,,,,
03-04-20,Social Organic,Campaign_0584,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0595,Browser (mobile),New Customer Engagement,3,9,,0,,,,,
03-04-20,Social Organic,Campaign_0599,Browser (mobile),New Customer Engagement,1,1,,1,0,0,0,0,0
03-04-20,Social Organic,Campaign_0637,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
03-04-20,Social Organic,Campaign_0645,Browser (mobile),Return Customer Engagement,1,1,,3,0,0.18,0.18,0.118,10.429
03-04-20,Social Organic,Campaign_0690,Browser (mobile),New Customer Engagement,1,1,,2,0.86,0,0,0.288,37.001
03-04-20,Social Organic,Campaign_0702,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0728,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.05,0,0.018,0.133
03-04-20,Social Organic,Campaign_0742,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
03-04-20,Social Organic,Campaign_0867,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
03-04-20,Social Organic,Campaign_0867,Browser (mobile),Return Customer Engagement,1,1,,2,0,0.16,0,0.054,5.234
03-04-20,Social Organic,Campaign_0897,Browser (mobile),New Customer Engagement,1,1,,2,1.55,0.33,0,0.627,22.794
03-04-20,Social Paid,Campaign_0024,Browser,New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0024,Browser (mobile),New Customer Engagement,278,312,176.41,42,6.46,7.6,9.76,7.941,
03-04-20,Social Paid,Campaign_0024,Browser (mobile),Return Customer Engagement,15,18,12.72,16,3.42,3.37,2.4,3.062,25.296
03-04-20,Social Paid,Campaign_0059,Browser,New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0059,Browser (mobile),New Customer Engagement,207,215,118.9,0,,,,,
03-04-20,Social Paid,Campaign_0063,Browser,New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0063,Browser (mobile),New Customer Engagement,200,221,123.32,28,13.04,12.45,13.95,13.146,
03-04-20,Social Paid,Campaign_0063,Browser (mobile),Return Customer Engagement,6,6,11.06,20,2.88,1.41,1,1.763,61.538
03-04-20,Social Paid,Campaign_0091,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0112,Browser (mobile),New Customer Engagement,1,1,0.55,1,0,0.5,0.5,0.333,2.22
03-04-20,Social Paid,Campaign_0124,Browser,New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0124,Browser (mobile),New Customer Engagement,37,40,22.12,8,1.82,0.85,2.97,1.878,15.511
03-04-20,Social Paid,Campaign_0128,Browser,New Customer Engagement,14,14,10.77,0,,,,,
03-04-20,Social Paid,Campaign_0128,Browser (mobile),New Customer Engagement,144,151,116.89,12,2.86,2.7,4.04,3.202,
03-04-20,Social Paid,Campaign_0128,Browser (mobile),Return Customer Engagement,2,3,3.08,3,0.01,0,0,0.003,0.423
03-04-20,Social Paid,Campaign_0171,Browser,New Customer Engagement,11,11,6.51,0,,,,,
03-04-20,Social Paid,Campaign_0171,Browser (mobile),New Customer Engagement,238,254,156.29,30,10.58,5.92,6.57,7.69,692.757
03-04-20,Social Paid,Campaign_0171,Browser (mobile),Return Customer Engagement,10,10,8.29,14,4.76,1,2.47,2.742,306.17
03-04-20,Social Paid,Campaign_0182,Browser (mobile),New Customer Engagement,23,23,13.27,3,0,0.01,0,0.004,0.236
03-04-20,Social Paid,Campaign_0182,Browser (mobile),Return Customer Engagement,2,2,1.11,2,0.4,1,0,0.468,9.139
03-04-20,Social Paid,Campaign_0187,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0329,Browser,New Customer Engagement,4,4,1.5,0,,,,,
03-04-20,Social Paid,Campaign_0329,Browser (mobile),New Customer Engagement,168,174,68.43,24,5.28,2.76,1.18,3.072,
03-04-20,Social Paid,Campaign_0329,Browser (mobile),Return Customer Engagement,4,6,3.76,6,1.65,0.99,0,0.88,32.548
03-04-20,Social Paid,Campaign_0336,Browser,New Customer Engagement,5,5,2.44,0,,,,,
03-04-20,Social Paid,Campaign_0336,Browser (mobile),New Customer Engagement,196,198,97.89,21,7.91,3.23,0.5,3.882,
03-04-20,Social Paid,Campaign_0336,Browser (mobile),Return Customer Engagement,13,13,6.82,14,4.16,2.14,1.88,2.724,104.385
03-04-20,Social Paid,Campaign_0346,Browser,New Customer Engagement,6,6,4.36,0,,,,,
03-04-20,Social Paid,Campaign_0346,Browser (mobile),New Customer Engagement,51,57,42.11,8,2.31,4.06,2,2.789,159.165
03-04-20,Social Paid,Campaign_0346,Browser (mobile),Return Customer Engagement,2,2,1.45,2,0.12,0,0.26,0.128,4.983
03-04-20,Social Paid,Campaign_0347,Browser,New Customer Engagement,4,4,1.54,0,,,,,
03-04-20,Social Paid,Campaign_0347,Browser (mobile),New Customer Engagement,245,251,97.02,21,9.31,4.88,0.6,4.928,
03-04-20,Social Paid,Campaign_0347,Browser (mobile),Return Customer Engagement,10,15,6.16,10,5.23,2.85,3.16,3.745,146.015
03-04-20,Social Paid,Campaign_0363,Browser,New Customer Engagement,6,6,3.17,0,,,,,
03-04-20,Social Paid,Campaign_0363,Browser (mobile),New Customer Engagement,94,94,49.63,8,4.29,2.5,1,2.597,
03-04-20,Social Paid,Campaign_0363,Browser (mobile),Return Customer Engagement,6,6,4.22,8,5.98,1.33,0,2.436,115.294
03-04-20,Social Paid,Campaign_0372,Browser,New Customer Engagement,10,10,7,0,,,,,
03-04-20,Social Paid,Campaign_0372,Browser (mobile),New Customer Engagement,164,166,117.6,15,3.82,3.69,1.24,2.916,
03-04-20,Social Paid,Campaign_0372,Browser (mobile),Return Customer Engagement,4,4,2.8,4,0.67,0.58,0,0.418,34.05
03-04-20,Social Paid,Campaign_0381,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0390,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0390,Browser (mobile),Return Customer Engagement,1,2,1.11,1,0.21,0.15,0,0.119,2.489
03-04-20,Social Paid,Campaign_0393,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0397,Browser (mobile),New Customer Engagement,1,2,1.11,0,,,,,
03-04-20,Social Paid,Campaign_0412,Browser (mobile),New Customer Engagement,3,4,2.21,0,,,,,
03-04-20,Social Paid,Campaign_0432,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0450,Browser (mobile),New Customer Engagement,5,5,2.77,0,,,,,
03-04-20,Social Paid,Campaign_0450,Browser (mobile),Return Customer Engagement,1,2,1.11,1,1,0.5,0,0.5,58.517
03-04-20,Social Paid,Campaign_0537,Browser (mobile),Return Customer Engagement,2,8,8.3,3,0.96,0.87,0.33,0.721,24.228
03-04-20,Social Paid,Campaign_0670,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0726,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Paid,Campaign_0733,Browser,New Customer Engagement,2,2,1.11,0,,,,,
03-04-20,Social Paid,Campaign_0733,Browser (mobile),New Customer Engagement,61,72,40.92,5,1,0.96,1.24,1.068,
03-04-20,Social Paid,Campaign_0733,Browser (mobile),Return Customer Engagement,3,4,2.21,3,2.77,0.75,0.5,1.338,54.349
03-04-20,Social Paid,Campaign_0819,Browser (mobile),New Customer Engagement,2,4,2.21,1,0,1,0.33,0.444,3.663
03-04-20,Social Paid,Campaign_0819,Browser (mobile),Return Customer Engagement,1,1,0.55,1,0,0,0.33,0.111,0.918
03-04-20,Social Paid,Campaign_0852,Browser (mobile),New Customer Engagement,72,78,43.13,4,1.04,0.5,0,0.515,
03-04-20,Social Paid,Campaign_0852,Browser (mobile),Return Customer Engagement,5,5,2.77,5,1.11,0,0,0.372,18.708
03-04-20,Social Paid,Campaign_0862,Browser (mobile),New Customer Engagement,6,9,4.98,1,0,0.5,1,0.5,
03-04-20,Social Paid,Campaign_0862,Browser (mobile),Return Customer Engagement,1,1,0.55,1,0,1,0,0.333,10.097
03-04-20,Social Paid,Campaign_0887,Browser (mobile),New Customer Engagement,1,1,0.55,0,,,,,
03-04-20,Social Remarketing,Campaign_0015,Browser (mobile),New Customer Engagement,67,73,,23,3.06,3.48,6.71,4.417,
